YM,CUST_CD,ITM_CD,QTY,DSC_RT,SALES_ORG,SALES
201902,L0111,I103,6,11,300000,269996
201902,L0112,I118,8,11,4240000,3731196
201902,L0113,I105,5,14,500000,434996
201902,L0114,I118,7,15,3710000,3301896
201902,L0115,I104,8,15,560000,475996
201902,L0116,I119,8,15,760000,645996
201902,L0117,I111,5,15,750000,674996
201902,L0118,I104,6,13,420000,361196
201902,L0119,I104,8,12,560000,487196
201902,L0120,I108,8,11,320000,271996
201902,L0121,I110,5,14,1500000,1349996
201902,L0122,I110,6,10,1800000,1583996
201902,L0123,I102,7,14,280000,249196
201902,L0124,I117,8,10,20000000,17799996
201902,L0125,I109,7,13,3500000,3114996
201902,L0126,I104,5,13,350000,307996
201902,L0127,I111,5,15,750000,674996
201902,L0128,I104,6,13,420000,369596
201902,L0129,I116,7,11,10220000,9197996
201902,L0130,I105,6,11,600000,539996
201902,L0131,I115,8,14,40000,35996
201902,L0132,I101,8,15,240000,213596
201902,L0133,I113,6,13,4020000,3497396
201902,L0134,I111,6,13,900000,809996
201902,L0135,I112,6,14,390000,347096
201902,L0136,I116,8,15,11680000,10395196
201902,L0137,I109,6,12,3000000,2669996
201902,L0138,I114,8,14,1920000,1670396
201902,L0139,I108,7,14,280000,243596
201902,L0140,I116,6,14,8760000,7621196
201902,L0141,I109,6,12,3000000,2639996
201902,L0142,I114,5,14,1200000,1067996
201902,L0143,I103,5,12,250000,222496
201902,L0144,I101,7,10,210000,184796
201902,L0145,I118,8,13,4240000,3646396
201902,L0146,I112,6,11,390000,331496
201902,L0147,I105,6,12,600000,515996
201902,L0148,I118,8,12,4240000,3731196
201902,L0149,I104,8,11,560000,503996
201902,L0150,I106,6,10,120000,101996
201902,L0151,I103,6,14,300000,263996
201902,L0152,I118,5,11,2650000,2331996
201902,L0153,I115,7,11,35000,30096
201902,L0154,I107,7,13,1050000,913496
201902,L0155,I101,7,12,210000,188996
201902,L0156,I120,6,15,25800000,22445996
201902,L0157,I107,6,12,900000,764996
201902,L0158,I102,7,11,280000,249196
201902,L0159,I109,8,11,4000000,3599996
201902,L0160,I117,5,14,12500000,10749996
201902,L0161,I116,8,13,11680000,10161596
201902,L0162,I120,6,15,25800000,21929996
201902,L0163,I102,5,13,200000,177996
201902,L0164,I110,7,15,2100000,1889996
201902,L0165,I115,7,15,35000,31496
201902,L0166,I116,8,11,11680000,10511996
201902,L0167,I111,8,11,1200000,1043996
201902,L0168,I112,5,10,325000,289246
201902,L0169,I112,5,13,325000,285996
201902,L0170,I103,8,12,400000,351996
201902,L0171,I102,7,11,280000,246396
201902,L0172,I116,7,14,10220000,8686996
201902,L0173,I115,7,12,35000,29746
201902,L0174,I118,8,10,4240000,3731196
201902,L0175,I111,5,10,750000,674996
201902,L0176,I119,5,11,475000,413246
201902,L0177,I103,8,12,400000,347996
201902,L0178,I103,8,13,400000,347996
201902,L0179,I102,5,10,200000,179996
201902,L0180,I106,8,13,160000,143996
201902,L0181,I105,7,12,700000,594996
201902,L0182,I104,6,10,420000,365396
201902,L0183,I109,8,11,4000000,3519996
201902,L0184,I118,5,11,2650000,2358496
201902,L0185,I119,7,15,665000,565246
201902,L0186,I119,6,11,570000,501596
201902,L0187,I110,7,13,2100000,1826996
201902,L0188,I119,6,12,570000,495896
201902,L0189,I110,8,14,2400000,2039996
201902,L0190,I109,6,14,3000000,2609996
201902,L0191,I113,8,13,5360000,4770396
201902,L0192,I116,7,13,10220000,8891396
201902,L0193,I107,8,10,1200000,1019996
201902,L0194,I108,8,15,320000,278396
201902,L0195,I103,5,14,250000,224996
201902,L0196,I111,5,15,750000,644996
201902,L0197,I115,6,10,30000,26996
201902,L0198,I120,8,10,34400000,29583996
201902,L0199,I107,8,13,1200000,1031996
201902,L0200,I113,7,14,4690000,3986496
201902,L0201,I103,6,10,300000,260996
201902,L0202,I103,6,11,300000,263996
201902,L0203,I116,6,12,8760000,7883996
201902,L0204,I109,7,14,3500000,3149996
201902,L0205,I109,6,10,3000000,2549996
201902,L0206,I110,8,11,2400000,2039996
201902,L0207,I112,8,13,520000,447196
201902,L0208,I108,6,11,240000,211196
201902,L0209,I103,5,12,250000,222496
201902,L0210,I108,6,14,240000,215996
201902,L0211,I108,7,13,280000,249196
201902,L0212,I107,8,11,1200000,1079996
201902,L0213,I117,5,12,12500000,10999996
201902,L0214,I102,5,12,200000,171996
201902,L0215,I104,5,14,350000,314996
201902,L0216,I116,5,10,7300000,6277996
201902,L0217,I109,7,12,3500000,3114996
201902,L0218,I107,8,10,1200000,1019996
201902,L0219,I106,8,11,160000,139196
201902,L0220,I114,5,12,1200000,1019996
201902,L0221,I114,5,10,1200000,1043996
201902,L0222,I114,8,10,1920000,1708796
201902,L0223,I109,7,13,3500000,3079996
201902,L0224,I105,6,14,600000,521996
201902,L0225,I107,5,15,750000,637496
201902,L0226,I118,8,12,4240000,3603996
201902,L0227,I106,5,11,100000,89996
201902,L0228,I104,7,13,490000,431196
201902,L0229,I115,5,15,25000,22246
201902,L0230,I115,5,10,25000,22246
201902,L0231,I105,7,13,700000,629996
201902,L0232,I106,6,11,120000,106796
201902,L0233,I118,8,15,4240000,3815996
201902,L0234,I102,7,10,280000,249196
201902,L0235,I103,6,13,300000,266996
201902,L0236,I120,8,13,34400000,29239996
201902,L0237,I110,7,14,2100000,1784996
201902,L0238,I116,8,12,11680000,10278396
201902,L0239,I101,5,14,150000,128996
201902,L0240,I114,6,10,1440000,1238396
201902,L0241,I119,6,15,570000,490196
201902,L0242,I102,6,11,240000,208796
201902,L0243,I112,6,14,390000,339296
201902,L0244,I104,8,14,560000,498396
201902,L0245,I119,7,13,665000,565246
201902,L0246,I103,7,10,350000,307996
201902,L0247,I102,8,10,320000,278396
201902,L0248,I113,5,14,3350000,2947996
201902,L0249,I113,5,10,3350000,2847496
201902,L0250,I113,8,15,5360000,4716796
201902,L0251,I107,8,12,1200000,1043996
201902,L0252,I107,7,11,1050000,934496
201902,L0253,I106,8,14,160000,143996
201902,L0254,I105,8,13,800000,679996
201902,L0255,I114,6,14,1440000,1267196
201902,L0256,I106,8,12,160000,140796
201902,L0257,I119,8,12,760000,661196
201902,L0258,I110,5,14,1500000,1289996
201902,L0259,I117,8,15,20000000,17399996
201902,L0260,I110,8,11,2400000,2087996
201902,L0261,I106,8,14,160000,137596
201902,L0262,I116,8,13,11680000,9927996
201902,L0263,I109,8,13,4000000,3599996
201902,L0264,I117,7,10,17500000,15399996
201902,L0265,I118,6,15,3180000,2830196
201902,L0266,I106,5,12,100000,89996
201902,L0267,I104,7,15,490000,416496
201902,L0268,I118,5,15,2650000,2252496
201902,L0269,I114,7,11,1680000,1461596
201902,L0270,I106,7,14,140000,125996
201902,L0271,I112,8,15,520000,447196
201902,L0272,I103,6,12,300000,260996
201902,L0273,I118,6,11,3180000,2734796
201902,L0274,I108,6,14,240000,206396
201902,L0275,I107,6,12,900000,791996
201902,L0276,I117,8,13,20000000,17199996
201902,L0277,I101,5,12,150000,133496
201902,L0278,I115,8,14,40000,33996
201902,L0279,I107,8,11,1200000,1019996
201902,L0280,I113,7,11,4690000,4220996
201902,L0281,I111,5,13,750000,674996
201902,L0282,I113,6,12,4020000,3497396
201902,L0283,I118,7,12,3710000,3264796
201902,L0284,I106,8,14,160000,142396
201902,L0285,I113,7,15,4690000,3986496
201902,L0286,I106,7,11,140000,124596
201902,L0287,I109,8,10,4000000,3439996
201902,L0288,I103,8,14,400000,355996
201902,L0289,I107,8,11,1200000,1067996
201902,L0290,I108,5,14,200000,169996
201902,L0291,I105,7,14,700000,615996
201902,L0292,I105,8,13,800000,687996
201902,L0293,I105,6,10,600000,533996
201902,L0294,I115,5,12,25000,22496
201902,L0295,I108,5,15,200000,171996
201902,L0296,I115,6,11,30000,25496
201902,L0297,I118,8,12,4240000,3646396
201902,L0298,I113,5,11,3350000,3014996
201902,L0299,I111,8,14,1200000,1067996
201902,L0300,I119,5,12,475000,417996
201902,L0301,I112,5,15,325000,276246
201902,L0302,I113,7,10,4690000,4174096
201902,L0303,I111,5,11,750000,644996
201902,L0304,I103,8,14,400000,347996
201902,L0305,I105,8,13,800000,703996
201902,L0306,I103,8,15,400000,359996
201902,L0307,I120,8,12,34400000,29583996
201902,L0308,I104,8,14,560000,498396
201902,L0309,I102,5,11,200000,175996
201902,L0310,I110,5,11,1500000,1289996
201902,L0311,I120,6,15,25800000,22703996
201902,L0312,I115,7,10,35000,29746
201902,L0313,I116,5,12,7300000,6204996
201902,L0314,I104,8,10,560000,475996
201902,L0315,I116,5,13,7300000,6423996
201902,L0316,I116,5,11,7300000,6423996
201902,L0317,I120,8,12,34400000,29239996
201902,L0318,I116,8,15,11680000,10161596
201902,L0319,I109,8,12,4000000,3399996
201902,L0320,I104,5,10,350000,311496
201902,L0321,I108,6,14,240000,211196
201902,L0322,I113,8,15,5360000,4823996
201902,L0323,I116,8,10,11680000,9927996
201902,L0324,I112,5,13,325000,285996
201902,L0325,I116,5,12,7300000,6350996
201902,L0326,I104,8,11,560000,481596
201902,L0327,I101,6,12,180000,160196
201902,L0328,I113,7,13,4690000,4080296
201902,L0329,I116,6,15,8760000,7621196
201902,L0330,I105,5,11,500000,449996
201902,L0331,I102,6,14,240000,215996
201902,L0332,I111,8,11,1200000,1079996
201902,L0333,I116,8,11,11680000,10044796
201902,L0334,I113,5,11,3350000,2914496
201902,L0335,I106,5,11,100000,85996
201902,L0336,I112,6,10,390000,350996
201902,L0337,I113,6,15,4020000,3617996
201902,L0338,I114,8,10,1920000,1708796
201902,L0339,I112,7,10,455000,404946
201902,L0340,I112,5,10,325000,276246
201902,L0341,I120,6,15,25800000,23219996
201902,L0342,I103,8,14,400000,355996
201902,L0343,I106,5,10,100000,86996
201902,L0344,I116,7,14,10220000,8686996
201902,L0345,I104,6,14,420000,377996
201902,L0346,I112,8,10,520000,441996
201902,L0347,I105,7,15,700000,594996
201902,L0348,I117,5,10,12500000,10749996
201902,L0349,I115,5,10,25000,22496
201902,L0350,I111,8,11,1200000,1055996
201902,L0351,I113,8,10,5360000,4555996
201902,L0352,I106,8,13,160000,135996
201902,L0353,I104,7,14,490000,421396
201902,L0354,I113,5,12,3350000,2880996
201902,L0355,I114,5,15,1200000,1079996
201902,L0356,I107,6,12,900000,773996
201902,L0357,I116,5,15,7300000,6277996
201902,L0358,I106,7,15,140000,125996
201902,L0359,I118,7,12,3710000,3190596
201902,L0360,I120,6,13,25800000,22961996
201902,L0361,I115,5,15,25000,21496
201902,L0362,I102,6,10,240000,208796
201902,L0363,I101,7,11,210000,178496
201902,L0364,I116,5,15,7300000,6423996
201902,L0365,I105,5,12,500000,424996
201902,L0366,I101,8,11,240000,203996
201902,L0367,I104,6,15,420000,365396
201902,L0368,I109,7,13,3500000,3079996
201902,L0369,I103,5,12,250000,219996
201902,L0370,I105,6,10,600000,521996
201902,L0371,I119,5,11,475000,408496
201902,L0372,I107,5,15,750000,637496
201902,L0373,I114,8,10,1920000,1689596
201902,L0374,I109,5,13,2500000,2124996
201902,L0375,I106,6,14,120000,107996
201902,L0376,I104,6,13,420000,361196
201902,L0377,I113,5,12,3350000,2914496
201902,L0378,I108,6,15,240000,211196
201902,L0379,I102,7,12,280000,246396
201902,L0380,I112,6,15,390000,339296
201902,L0381,I113,5,12,3350000,2981496
201902,L0382,I115,6,11,30000,25796
201902,L0383,I115,7,10,35000,31496
201902,L0384,I107,7,14,1050000,944996
201902,L0385,I106,5,15,100000,84996
201902,L0386,I106,5,13,100000,88996
201902,L0387,I120,6,15,25800000,22961996
201902,L0388,I109,8,13,4000000,3399996
201902,L0389,I107,7,13,1050000,944996
201902,L0390,I112,8,11,520000,457596
201902,L0391,I101,6,14,180000,160196
201902,L0392,I117,6,12,15000000,13199996
201902,L0393,I116,5,15,7300000,6204996
201902,L0394,I101,8,11,240000,215996
201902,L0395,I119,7,14,665000,571896
201902,L0396,I104,6,13,420000,369596
201902,L0397,I102,8,14,320000,287996
201902,L0398,I120,6,11,25800000,21929996
201902,L0399,I116,5,10,7300000,6277996
201902,L0400,I107,6,15,900000,791996
201902,L0401,I114,5,15,1200000,1067996
201902,L0402,I115,5,11,25000,22246
201902,L0403,I102,6,13,240000,213596
201902,L0404,I104,7,11,490000,440996
201902,L0405,I109,6,10,3000000,2699996
201902,L0406,I111,5,13,750000,637496
201902,L0407,I102,7,11,280000,243596
201902,L0408,I113,5,13,3350000,2914496
201902,L0409,I104,8,10,560000,475996
201902,L0410,I101,5,15,150000,128996
201902,L0411,I110,7,11,2100000,1889996
201902,L0412,I108,6,15,240000,206396
201902,L0413,I114,8,10,1920000,1651196
201902,L0414,I108,8,13,320000,271996
201902,L0415,I106,7,13,140000,123196
201902,L0416,I114,8,14,1920000,1670396
201902,L0417,I109,8,15,4000000,3519996
201902,L0418,I104,8,10,560000,498396
201902,L0419,I109,7,13,3500000,3044996
201902,L0420,I108,5,13,200000,175996
201902,L0421,I110,8,15,2400000,2039996
201902,L0422,I105,8,11,800000,711996
201902,L0423,I113,6,10,4020000,3416996
201902,L0424,I108,6,13,240000,211196
201902,L0425,I119,7,10,665000,591846
201902,L0426,I109,8,13,4000000,3439996
201902,L0427,I115,8,10,40000,35996
201902,L0428,I118,8,12,4240000,3688796
201902,L0429,I118,6,14,3180000,2702996
201902,L0430,I108,8,10,320000,284796
201902,L0431,I109,8,10,4000000,3399996
201902,L0432,I117,8,14,20000000,17999996
201902,L0433,I110,7,13,2100000,1868996
201902,L0434,I113,8,10,5360000,4770396
201902,L0435,I112,7,14,455000,409496
201902,L0436,I115,6,15,30000,26396
201902,L0437,I103,5,13,250000,222496
201902,L0438,I113,5,14,3350000,3014996
201902,L0439,I105,8,14,800000,719996
201902,L0440,I115,8,13,40000,35196
201902,L0441,I110,8,13,2400000,2039996
201902,L0442,I116,7,15,10220000,8993596
201902,L0443,I119,6,11,570000,495896
201902,L0444,I104,5,10,350000,304496
201902,L0445,I111,5,12,750000,652496
201902,L0446,I118,7,12,3710000,3153496
201902,L0447,I101,7,13,210000,178496
201902,L0448,I109,8,15,4000000,3519996
201902,L0449,I105,5,15,500000,439996
201902,L0450,I110,6,12,1800000,1583996
201902,L0451,I116,8,12,11680000,10395196
201902,L0452,I110,7,15,2100000,1889996
201902,L0453,I108,5,13,200000,175996
201902,L0454,I108,5,11,200000,171996
201902,L0455,I101,6,12,180000,161996
201902,L0456,I106,5,11,100000,85996
201902,L0457,I113,8,10,5360000,4663196
201902,L0458,I112,5,10,325000,282746
201902,L0459,I112,6,13,390000,347096
201902,L0460,I107,5,15,750000,644996
201902,L0461,I119,5,15,475000,422746
201902,L0462,I114,6,14,1440000,1238396
201902,L0463,I118,5,13,2650000,2252496
201902,L0464,I119,8,13,760000,668796
201902,L0465,I107,6,11,900000,782996
201902,L0466,I118,7,10,3710000,3264796
201902,L0467,I110,8,15,2400000,2063996
201902,L0468,I116,7,13,10220000,8891396
201902,L0469,I102,6,14,240000,203996
201902,L0470,I106,7,15,140000,121796
201902,L0471,I115,5,12,25000,21746
201902,L0472,I107,5,11,750000,637496
201902,L0473,I115,6,11,30000,26396
201902,L0474,I113,5,10,3350000,2847496
201902,L0475,I109,6,11,3000000,2609996
201902,L0476,I112,6,11,390000,335396
201902,L0477,I108,8,11,320000,287996
201902,L0478,I107,7,12,1050000,944996
201902,L0479,I114,5,12,1200000,1043996
201902,L0480,I114,8,12,1920000,1689596
201902,L0481,I104,5,11,350000,297496
201902,L0482,I111,7,14,1050000,902996
201902,L0483,I112,8,13,520000,457596
201902,L0484,I101,5,12,150000,128996
201902,L0485,I110,5,15,1500000,1304996
201902,L0486,I108,6,10,240000,208796
201902,L0487,I105,6,10,600000,539996
201902,L0488,I103,7,12,350000,314996
201902,L0489,I119,6,13,570000,490196
201902,L0490,I106,8,14,160000,143996
201902,L0491,I103,7,11,350000,304496
201902,L0492,I101,8,14,240000,208796
201902,L0493,I117,8,11,20000000,17599996
201902,L0494,I107,5,10,750000,652496
201902,L0495,I113,8,12,5360000,4609596
201902,L0496,I103,8,13,400000,343996
201902,L0497,I111,5,14,750000,652496
201902,L0498,I114,5,13,1200000,1055996
201902,L0499,I119,8,12,760000,645996
201902,L0500,I112,7,15,455000,386746
201902,R0001,I106,268,2,5360000,5359996
201902,R0002,I119,251,2,23845000,23368096
201902,R0003,I119,203,0,19285000,18899296
201902,R0004,I101,211,1,6330000,6266696
201902,R0005,I105,264,2,26400000,25871996
201902,A0001,I103,34,20,1700000,1359996
201902,A0002,I108,33,17,1320000,1108796
201902,A0003,I105,33,10,3300000,2936996
201902,A0004,I113,40,16,26800000,21707996
201902,A0005,I102,33,20,1320000,1161596
201902,A0006,I113,36,18,24120000,20019596
201902,A0007,I110,32,19,9600000,7679996
201902,A0008,I112,27,11,1755000,1403996
201902,A0009,I110,15,20,4500000,4004996
201902,A0010,I103,40,14,2000000,1679996
201902,A0011,I118,37,11,19610000,16864596
201902,A0012,I103,41,15,2050000,1721996
201902,A0013,I108,25,17,1000000,859996
201902,A0014,I103,29,10,1450000,1159996
201902,A0015,I118,32,12,16960000,14076796
201902,A0016,I112,16,10,1040000,935996
201902,A0017,I110,35,16,10500000,9134996
201902,A0018,I104,39,11,2730000,2265896
201902,A0019,I108,40,18,1600000,1311996
201902,A0020,I115,15,17,75000,65246
201902,V0001,I113,112,4,75040000,66785596
201902,V0002,I119,150,12,14250000,13822496
201902,V0003,I110,118,20,35400000,30089996
201902,V0004,I119,74,0,7030000,6397296
201902,V0005,I104,147,17,10290000,9466796
201902,V0006,I104,181,20,12670000,12036496
201902,V0007,I105,170,13,17000000,13769996
201902,V0008,I102,113,15,4520000,3887196
201902,V0009,I105,84,15,8400000,7139996
201902,V0010,I116,101,18,147460000,123866396
201902,V0011,I107,121,2,18150000,15971996
201902,V0012,I102,190,0,7600000,7067996
201902,V0013,I118,182,20,96460000,84884796
201902,Y0001,I109,52,17,26000000,21579996
201902,Y0002,I115,155,1,775000,736246
201902,Y0003,I111,159,15,23850000,23849996
201902,Y0004,I110,191,20,57300000,48704996
201902,Y0005,I115,134,16,670000,623096
201902,Y0006,I113,84,4,56280000,55154396
201902,Y0007,I101,45,19,1350000,1160996
201902,Y0008,I113,108,6,72360000,57887996
201902,Y0009,I119,194,1,18430000,17692796
201902,Y0010,I105,198,5,19800000,18017996
201902,Y0011,I112,126,18,8190000,7698596
201902,Y0012,I118,134,15,71020000,66758796
201903,S0001,I111,66,9,9900000,8711996
201903,S0002,I119,15,10,1425000,1225496
201903,S0003,I111,59,18,8850000,7964996
201903,S0004,I104,39,17,2730000,2429696
201903,S0005,I120,45,13,193500000,164474996
201903,S0006,I114,43,18,10320000,9391196
201903,S0007,I109,75,12,37500000,32999996
201903,S0008,I101,54,15,1620000,1360796
201903,S0009,I110,56,12,16800000,13943996
201903,S0010,I102,80,16,3200000,2815996
201903,S0011,I107,64,9,9600000,8447996
201903,S0012,I103,38,14,1900000,1557996
201903,S0013,I106,50,11,1000000,839996
201903,S0014,I113,46,16,30820000,27429796
201903,S0015,I102,71,8,2840000,2442396
201903,S0016,I101,30,14,900000,791996
201903,S0017,I106,16,9,320000,262396
201903,S0018,I114,55,15,13200000,11087996
201903,S0019,I101,37,15,1110000,954596
201903,S0020,I101,36,11,1080000,907196
201903,S0021,I109,63,18,31500000,26774996
201903,S0022,I116,76,10,110960000,98754396
201903,S0023,I104,27,9,1890000,1700996
201903,S0024,I116,15,15,21900000,19928996
201903,S0025,I106,43,12,860000,730996
201903,S0026,I110,26,14,7800000,6863996
201903,S0027,I109,55,16,27500000,22824996
201903,S0028,I117,29,12,72500000,65974996
201903,S0029,I105,20,11,2000000,1839996
201903,S0030,I108,40,16,1600000,1343996
201903,S0031,I120,78,9,335400000,305213996
201903,S0032,I115,61,18,305000,256196
201903,S0033,I117,28,17,70000000,58799996
201903,S0034,I118,72,17,38160000,32817596
201903,S0035,I114,39,17,9360000,7768796
201903,S0036,I115,45,8,225000,191246
201903,S0037,I102,51,9,2040000,1876796
201903,S0038,I106,45,13,900000,782996
201903,S0039,I106,28,12,560000,459196
201903,S0040,I103,75,9,3750000,3412496
201903,S0041,I116,32,13,46720000,38310396
201903,S0042,I112,63,11,4095000,3480746
201903,S0043,I113,31,17,20770000,18692996
201903,S0044,I119,56,10,5320000,4468796
201903,S0045,I102,58,16,2320000,2087996
201903,S0046,I102,74,18,2960000,2456796
201903,S0047,I101,57,14,1710000,1402196
201903,S0048,I120,65,10,279500000,240369996
201903,S0049,I110,65,8,19500000,16379996
201903,S0050,I113,17,8,11390000,10478796
201903,S0051,I113,43,11,28810000,25928996
201903,S0052,I119,42,10,3990000,3590996
201903,S0053,I101,67,10,2010000,1849196
201903,S0054,I118,57,14,30210000,26584796
201903,S0055,I118,66,15,34980000,32181596
201903,S0056,I109,41,18,20500000,17014996
201903,S0057,I108,25,11,1000000,869996
201903,S0058,I113,48,9,32160000,29587196
201903,S0059,I117,50,8,125000000,114999996
201903,S0060,I115,25,9,125000,107496
201903,S0061,I120,38,9,163400000,145425996
201903,S0062,I115,40,10,200000,169996
201903,S0063,I113,55,8,36850000,33901996
201903,S0064,I116,58,12,84680000,73671596
201903,S0065,I111,69,16,10350000,8590496
201903,S0066,I104,62,11,4340000,3775796
201903,S0067,I114,32,8,7680000,6758396
201903,S0068,I120,49,13,210700000,174880996
201903,S0069,I114,65,9,15600000,13103996
201903,S0070,I112,25,14,1625000,1348746
201903,S0071,I113,34,16,22780000,20957596
201903,S0072,I108,17,13,680000,564396
201903,S0073,I116,60,12,87600000,78839996
201903,S0074,I108,52,17,2080000,1788796
201903,S0075,I107,22,16,3300000,2705996
201903,S0076,I111,46,18,6900000,6002996
201903,S0077,I113,74,10,49580000,41647196
201903,S0078,I115,25,14,125000,104996
201903,S0079,I117,44,11,110000000,95699996
201903,S0080,I106,16,12,320000,294396
201903,S0081,I101,35,11,1050000,892496
201903,S0082,I113,68,18,45560000,41915196
201903,S0083,I117,66,9,165000000,135299996
201903,S0084,I118,64,11,33920000,30188796
201903,S0085,I110,16,9,4800000,4367996
201903,S0086,I106,32,11,640000,569596
201903,S0087,I110,24,15,7200000,6407996
201903,S0088,I114,16,14,3840000,3340796
201903,S0089,I109,75,17,37500000,33749996
201903,S0090,I115,53,13,265000,217296
201903,S0091,I103,68,18,3400000,2889996
201903,S0092,I104,60,13,4200000,3695996
201903,S0093,I115,37,14,185000,166496
201903,S0094,I113,54,14,36180000,31114796
201903,S0095,I115,46,11,230000,206996
201903,S0096,I113,54,16,36180000,31476596
201903,S0097,I102,31,11,1240000,1016796
201903,S0098,I116,17,13,24820000,20600596
201903,S0099,I104,49,10,3430000,2881196
201903,S0100,I112,51,8,3315000,2784596
201903,H0001,I111,94,20,14100000,12689996
201903,H0002,I105,87,11,8700000,7481996
201903,H0003,I109,93,10,46500000,37664996
201903,H0004,I114,71,17,17040000,13631996
201903,H0005,I108,90,20,3600000,3167996
201903,H0006,I110,118,13,35400000,28319996
201903,H0007,I102,100,17,4000000,3359996
201903,H0008,I111,95,19,14250000,12112496
201903,H0009,I111,112,15,16800000,13943996
201903,H0010,I118,77,13,40810000,33056096
201903,H0011,I115,100,20,500000,449996
201903,H0012,I107,84,12,12600000,10583996
201903,H0013,I107,73,10,10950000,9088496
201903,H0014,I108,80,19,3200000,2687996
201903,H0015,I101,104,18,3120000,2714396
201903,H0016,I112,71,18,4615000,3876596
201903,H0017,I115,73,12,365000,313896
201903,H0018,I111,96,17,14400000,11663996
201903,H0019,I104,91,15,6370000,5541896
201903,H0020,I113,82,13,54940000,47797796
201903,H0021,I118,87,19,46110000,39654596
201903,H0022,I119,86,16,8170000,7271296
201903,H0023,I114,78,20,18720000,14975996
201903,H0024,I108,109,10,4360000,3618796
201903,H0025,I113,90,16,60300000,54269996
201903,H0026,I117,114,10,285000000,242249996
201903,H0027,I120,94,11,404200000,335485996
201903,H0028,I118,75,14,39750000,32197496
201903,H0029,I118,76,18,40280000,35849196
201903,H0030,I106,81,15,1620000,1457996
201903,H0031,I104,114,20,7980000,6942596
201903,H0032,I102,113,20,4520000,3932396
201903,H0033,I103,74,12,3700000,3181996
201903,H0034,I112,70,15,4550000,4094996
201903,H0035,I106,78,13,1560000,1388396
201903,H0036,I104,91,14,6370000,5414496
201903,H0037,I109,93,11,46500000,38594996
201903,H0038,I109,112,12,56000000,49279996
201903,H0039,I112,89,18,5785000,5032946
201903,H0040,I105,112,16,11200000,9183996
201903,H0041,I107,107,15,16050000,14444996
201903,H0042,I105,120,20,12000000,10079996
201903,H0043,I105,86,14,8600000,6879996
201903,H0044,I113,116,13,77720000,62175996
201903,H0045,I118,109,11,57770000,47949096
201903,H0046,I112,117,15,7605000,6692396
201903,H0047,I118,70,16,37100000,33389996
201903,H0048,I102,96,20,3840000,3225596
201903,H0049,I112,87,13,5655000,5032946
201903,H0050,I119,86,12,8170000,7026196
201903,H0051,I116,73,11,106580000,89527196
201903,H0052,I104,98,15,6860000,5968196
201903,H0053,I118,77,19,40810000,34280396
201903,H0054,I117,104,18,260000000,207999996
201903,H0055,I116,73,20,106580000,89527196
201903,H0056,I113,109,17,73030000,65726996
201903,H0057,I114,117,10,28080000,24148796
201903,H0058,I101,115,16,3450000,3070496
201903,H0059,I111,87,14,13050000,10570496
201903,H0060,I110,99,17,29700000,26729996
201903,H0061,I120,103,17,442900000,398609996
201903,H0062,I119,82,11,7790000,6855196
201903,H0063,I116,95,12,138700000,113733996
201903,H0064,I117,71,16,177500000,149099996
201903,H0065,I107,71,17,10650000,9052496
201903,H0066,I108,93,20,3720000,3124796
201903,H0067,I120,106,19,455800000,401103996
201903,H0068,I109,74,11,37000000,30339996
201903,H0069,I109,73,14,36500000,29929996
201903,H0070,I114,73,18,17520000,14716796
201903,H0071,I118,70,18,37100000,33018996
201903,H0072,I119,86,13,8170000,6617696
201903,H0073,I106,79,20,1580000,1342996
201903,H0074,I115,74,14,370000,332996
201903,H0075,I116,79,14,115340000,98038996
201903,H0076,I115,91,20,455000,386746
201903,H0077,I106,87,18,1740000,1391996
201903,H0078,I119,98,15,9310000,7541096
201903,H0079,I120,76,19,326800000,271243996
201903,H0080,I103,94,19,4700000,4182996
201903,H0081,I115,97,15,485000,397696
201903,H0082,I117,116,19,290000000,249399996
201903,H0083,I117,70,15,175000000,148749996
201903,H0084,I109,104,12,52000000,42639996
201903,H0085,I113,76,12,50920000,40735996
201903,H0086,I110,72,10,21600000,17495996
201903,H0087,I107,97,17,14550000,11639996
201903,H0088,I104,107,15,7490000,6366496
201903,H0089,I113,114,17,76380000,66450596
201903,H0090,I106,83,16,1660000,1460796
201903,H0091,I105,113,19,11300000,9265996
201903,H0092,I103,115,20,5750000,4887496
201903,H0093,I118,75,17,39750000,33787496
201903,H0094,I104,116,20,8120000,7064396
201903,H0095,I106,89,20,1780000,1477396
201903,H0096,I115,95,17,475000,389496
201903,H0097,I120,114,15,490200000,421571996
201903,H0098,I116,90,13,131400000,118259996
201903,H0099,I114,120,18,28800000,25343996
201903,H0100,I115,93,15,465000,404546
201903,H0101,I107,99,18,14850000,12622496
201903,H0102,I108,71,11,2840000,2470796
201903,H0103,I110,86,12,25800000,22961996
201903,H0104,I111,86,13,12900000,10448996
201903,H0105,I113,79,15,52930000,47636996
201903,H0106,I116,110,12,160600000,142933996
201903,H0107,I107,114,13,17100000,14363996
201903,H0108,I119,70,14,6650000,5519496
201903,H0109,I102,103,12,4120000,3460796
201903,H0110,I108,88,11,3520000,3167996
201903,H0111,I105,89,11,8900000,7564996
201903,H0112,I120,114,18,490200000,421571996
201903,H0113,I102,79,14,3160000,2717596
201903,H0114,I102,83,12,3320000,2987996
201903,H0115,I110,101,18,30300000,26057996
201903,H0116,I111,85,15,12750000,10199996
